PaisAccidente,Fecha,OperadorAerolinea,TipoAeronave,PasajerosABordo,TripulacionABordo,CantidadFallecidos,MuertesPasajeros,MuertesTripulacion
 Indonesia,1961-02-03,Garuda Indonesia Airlines,Douglas DC-3,21,5,26,21,5
 Belgium,1961-02-15,Sabena,Boeing B-707-320,61,11,72,61,11
 Venezuela,1961-03-09,Linea Aeropostal Venezolana,Douglas DC-3,8,4,12,8,4
 Brazil,1961-03-25,Military - Brazilian Air Force,Douglas C-47DL,22,6,23,21,2
 Germany,1961-03-28,Ceskoslovenske Aerolinie,Ilyushin IL-18,44,8,52,44,8
 Chile,1961-04-03,LAN,Douglas DC-3,20,4,24,20,4
 Hong Kong,1961-04-18,Military - US Air Force,C-47(DC-3),12,3,14,11,3
 Algeria,1961-05-10,Air France,Lockheed 1649A Starliner,69,9,78,69,9
 Washington,1961-05-24,Military - U.S. Air Force,Douglas C-124A-DL,16,6,22,16,6
 Portugal,1961-05-30,KLM Royal Dutch Airlines,McDonnell Douglas DC-8-53,47,14,61,47,14
 Egypt,1961-06-12,KLM Royal Dutch Airlines,Lockheed L-188C Electra,29,7,20,17,3
 Cameroon,1961-06-13,Air Cameroon,Douglas DC-4,3,2,5,3,2
 Nigeria,1961-06-17,Continentale Deutsche Luftreederei,Douglas C-54B-1-DC,5,2,1,1,0
 Argentina,1961-06-30,Transcontinental,Curtiss C-46A,30,5,24,22,2
 Russia,1961-07-08,Aeroflot,Ilyushin IL-14P,21,5,9,4,5
 Ukraine,1961-07-10,Aeroflot,Tupolev TU-104B,76,9,1,1,0
 Colorado,1961-07-11,United Air Lines,McDonnell Douglas DC-8-12,115,7,17,17,0
 Morocco,1961-07-12,Ceskoslovenske Aerolinie,Ilyushin IL-18B,64,8,72,64,8
 Argentina,1961-07-19,Aerolineas Argentinas,Douglas DC-6,60,7,67,60,7
 Alaska,1961-07-21,Alaska Airlines,Douglas DC-6A,0,6,6,0,6
 Hungary,1961-08-06,Malev Hungarian Airlines,Douglas DC-3,23,4,27,23,4
 Norway,1961-08-09,Cunard Eagle Airways,Vickers Viking 3B,36,3,39,36,3
 Illinois,1961-09-01,Trans World Airlines,Lockheed 049 Constellation,73,5,78,73,5
 Ethiopia,1961-09-05,Ethiopian Airlines,Douglas DC-3,16,3,5,4,1
 Costa Rica,1961-09-06,Lineas Aéreas Costarricenses,Douglas DC-3,0,2,2,0,2
 Ireland,1961-09-10,President Airlines,Douglas DC-6B,77,6,83,77,6
 Morocco,1961-09-12,Air France,Sud-Aviation Caravelle III,71,6,77,71,6
 Illinois,1961-09-17,Northwest Orient Airlines,Lockheed 188C  Electra,32,5,37,32,5
 Zambia,1961-09-17,Transair Sweden,Douglas DC-6B,11,5,16,11,5
 Turkey,1961-09-23,Turkish Airlines (THY),Fokker F-27 Friendship 100,25,4,28,24,4
 France,1961-10-07,Derby Aviation,Douglas DC-3,31,3,34,31,3
 Libya,1961-10-10,Military - Royal Air Force,Handley Page Hastings C-2,34,3,17,16,1
 Guernsey,1961-11-01,Silver City Airways,Bristol 170 Freighter 31M,7,3,2,0,2
 Brazil,1961-11-01,Panair do Brasil,Douglas DC-7C,79,9,45,38,7
 Virginia,1961-11-08,Imperial Airways,Lockheed C-69 Constellation,74,5,76,74,2
 North Island,1961-11-21,Bay of Plenty Airways,Aero Commander 680F,5,1,6,5,1
 Brazil,1961-11-23,Aerolineas Argentinas,de Havilland Comet 4,40,12,52,40,12
 NSW,1961-11-30,Ansett ANA,Vickers Viscount 720,11,4,15,11,4
 Germany,1961-12-04,Lufthansa,Boeing 720-030B,0,3,3,0,3
 Belgium,1961-12-12,Military - Belgian Air Force,Fairchild C-119G / Fairchild C-119,0,13,13,0,13
 Russia,1961-12-17,Aeroflot,Ilyushin IL-18B,50,9,59,50,9
 Turkey,1961-12-21,British European Airways,de Havilland Comet 4B,27,7,27,20,7
 Kodiak Island,1961-12-24,Kodiak Airways,Grumman G-21A Goose,4,1,1,1,0
 Russia,1961-12-31,Aeroflot,Ilyushin IL-18B,110,9,32,30,2
 Ethiopia,1962-01-13,Ethiopian Airlines,Douglas DC-3,15,3,5,3,2
Bolivia,1962-01-22,Corporacion Boliviano de Fomento,Curtiss C-46D,2,4,6,2,4
 USSR,1962-01-27,Aeroflot,Antonov AN-10A,0,14,13,0,13
 Peru,1962-02-04,Faucett,Douglas DC-3,15,3,18,15,3
 Margarita Island,1962-02-25,Avensa,Fairchild F-27,20,3,23,20,3
 Colombia,1962-02-25,Avianca,Douglas C-47A,0,2,2,0,2
 New York,1962-03-01,American Airlines,Boeing B-707-123B,87,8,95,87,8
 Cameroon,1962-03-04,Caledonian Airways,Douglas DC-7C,101,10,111,101,10
 South Africa,1962-03-06,South African Airways,Douglas DC-3,3,4,2,0,2
 France,1962-03-08,Military - U.S. Air Force,Lockheed C-130A Hercules,13,2,15,13,2
 Italy,1962-03-08,Societa Aerea Mediterranea,Douglas DC-6B,0,5,5,0,5
 Turkey,1962-03-08,Turkish Airlines (THY),Fairchild F-27,8,3,11,8,3
 Philippine Sea,1962-03-15,Flying Tiger Line,Lockheed 1049H Super Constellation,96,11,107,96,11
 Alaska,1962-03-15,Flying Tiger Line,Lockheed 1049H Super Constellation,0,7,1,0,1
 Colombia,1962-04-22,AVISPA,Douglas C-47A-1,36,4,40,36,4
 England,1962-05-06,Channel Airways,Douglas C-47A,15,3,12,9,3
 Brazil,1962-05-09,Cruzeiro,Convair CV-240-0,22,3,23,20,3
 Greenland,1962-05-12,East Provincial Airways,Consolidated Catalina,18,3,15,15,0
 Kenya,1962-05-17,Military - U.S. Air Force,Lockheed C-130A Hercules,7,6,13,7,6
 Missouri,1962-05-22,Continental Airlines,Boeing B-707-124,37,8,45,37,8
 West Germany,1962-05-22,Military - U.S. Navy,Lockheed C121J,22,4,26,22,4
 Russia,1962-05-24,Aeroflot,Li-2,17,4,20,16,4
 Val-de-Marne,1962-06-03,Air France,Boeing B-707-328,122,10,130,122,8
 Bulgaria,1962-06-04,Aeroflot,Tupolev Tu-104B,0,5,5,0,5
 Guadaloupe,1962-06-22,Air France,Boeing B-707-328,102,10,112,102,10
 USSR,1962-06-30,Aeroflot,Tupolev TU-104A,76,8,84,76,8
 Uzbekistan,1962-07-06,Aeroflot,Ilyushin IL-14,33,5,11,11,0
 Maharashtra,1962-07-07,Alitalia,McDonnell Douglas DC-8-43,85,9,94,85,9
 Italy,1962-07-09,Trans Mediterranean Airways,Douglas DC-4,0,6,6,0,6
 Pakistan,1962-07-15,Indian Airlines,Douglas C-47A,0,3,1,0,1
 India,1962-07-16,Kalinga Airlines,Douglas C-47,6,3,9,6,3
 Thailand,1962-07-19,United Arab Airlines,de Havilland Comet 4C,18,8,26,18,8
 Hawaii,1962-07-22,Canadian Pacific Air Lines,Bristol Britannia 314,29,11,27,20,7
 Russia,1962-07-28,Aeroflot,Antonov An-10A,74,7,81,74,7
 France,1962-07-30,Air France,Douglas DC-3,0,8,4,0,4
 Nepal,1962-08-01,Royal Nepal Airlines,Douglas DC-3,6,4,10,6,4
 Brazil,1962-08-20,Panair do Brazil,McDonnell Douglas DC-8-33,94,11,15,14,1
 Colombia,1962-08-23,Taxader Airlines,Douglas DC-3,29,3,20,18,2
 Peru,1962-08-24,Faucett,Douglas DC-3,6,3,9,6,3
 USSR,1962-09-03,Aeroflot,Tupolev TU-104A,79,7,86,79,7
 Ohio,1962-09-04,Private - Ashland Oil Company,Lockheed 18 Lodestar,11,2,13,11,2
 Bolivia,1962-09-10,Aerolineas Abaroa,Douglas C-47A,2,2,4,2,2
 Czechoslovakia,1962-09-10,Ceskoslovenske Aerolinie,Avia 14,31,3,11,8,3
 Washington,1962-09-10,Military - U.S. Air Force,Boeing KC-135A,40,4,44,40,4
 Russia,1962-09-18,Aeroflot,Aeroflot,27,5,32,27,5
  Katanga,1962-09-20,United Nations,Douglas C-47 Skytrain,7,3,2,2,0
 India,1962-09-21,Kalinga Airlines,Douglas C-47A,5,3,8,5,3
 Quebec,1962-10-10,Trans Canada Air Lines,Vickers 757 Viscount,15,4,2,1,1
 Czechoslovakia,1962-10-10,Czechoslovak Airlinex,Avia 14,38,4,13,10,3
 Philippines,1962-10-12,Philippine Air Lines,Fokker F-27 Friendship 100,0,3,3,0,3
 Spain,1962-10-12,Iberia Airlines,Convair CV-440 -62,14,4,18,14,4
 Connecticut,1962-10-19,Allegheny Airlines,Convair CV-340/440,48,4,1,0,1
 Russia,1962-10-25,Aeroflot,Tupolev TU-104B,6,5,11,6,5
 South Vietnam,1962-11-10,Air Vietnam (South Vietnam),Douglas DC-3,24,3,27,24,3
 Japan,1962-11-19,All Nippon Airways,Vickers 828 Viscount,0,4,4,0,4
 Maryland,1962-11-23,United Air Lines,Vickers Viscount 745D,14,4,18,14,4
 France,1962-11-23,Malev Hungarian Airlines,Ilyushin IL-18D,13,8,21,13,8
 Brazil,1962-11-26,VASP / Private,Saab Scandia / Cessna 310,21,5,26,21,5
 Peru,1962-11-27,Varig,Boeing B-707-441,80,17,97,80,17
 New York,1962-11-30,Eastern Air Lines,Douglas DC-7B,45,6,25,21,4
 Colombia,1962-12-06,Taxader Airlines,Douglas C-47,23,3,24,21,3
 Brazil,1962-12-14,Panair do Brasil,Lockheed 049-46-21 Constellation,43,7,50,43,7
 California,1962-12-14,Flying Tiger Line,Lockheed 1049H Super Constellation,3,2,5,3,2
 Poland,1962-12-19,LOT Polish Airlines,Vickers Viscount 804,28,5,33,28,5
 Brazil,1962-12-22,Varig,Convair CV-240-2,35,5,1,0,1
 The Netherlands,1962-12-28,Carvair ATL-98,Channel Air Bridge,14,4,1,0,1
 Corsica,1962-12-29,Air Nautic,Boeing B307-1 Stratoliner,22,3,25,22,3
 Alaska,1963-01-14,Wien,Beechcraft AT-11 Kansan,5,1,5,4,1
 Russia,1963-01-14,Aeroflot,Lisunov LI-2,21,4,12,8,4
 Brazil,1963-01-15,Cruzeiro,Convair CV-240-0,40,5,6,5,1
 Utah,1963-01-17,West Coast Airlines,Fairchild F-27,0,3,3,0,3
 Alaska,1963-01-26,Skyvan Airways,Curtiss C-46F,0,2,1,0,1
 Missouri,1963-01-29,Continental Airlines,Vickers Viscount 812,5,3,8,5,3
 Maryland,1963-01-30,Military - U.S. Navy,Lockheed P-3A Orion,0,14,14,0,14
 Turkey,1963-02-01,Middle East Airlines / Military - Turkish Air ForceC-47,Vickers Viscount 754D / Douglas C-47,11,6,17,11,6
 California,1963-02-03,Slick Airways,Lockheed 1049H Super Constellation,5,3,4,2,2
Russia,1963-02-08,Aeroflot,Antonov An-10A,0,7,7,0,7
 Florida,1963-02-12,Northwest Orient Airlines,Boeing B-720-051B,35,8,43,35,8
 Massachusetts,1963-02-28,Eastern Air Lines,Douglas DC-7,21,5,0,0,0
 Philippines,1963-03-02,Philippine Air Lines,Douglas DC-3,24,3,27,24,3
 Turkmenistan,1963-03-05,Aeroflot,Ilyushin IL-18V,43,11,12,4,8
 Tennesee,1963-03-05,Private,Piper PA-24-250 Comanche,3,1,4,3,1
 Iran,1963-03-15,Middle East Airlines,Avro 685 York C1,0,4,4,0,4
 Volcano,1963-03-15,Lloyd Aereo Boliviano,Douglas DC-6B,36,3,39,36,3
 Italy,1963-03-20,Saudi Arabian Royal Flight,de Havilland Comet 4C,9,9,18,9,9
 Italy,1963-03-30,Itavia,Douglas DC-3,8,3,11,8,3
 Russia,1963-04-04,Aeroflot,Ilyushin IL-18,59,8,67,59,8
 Norway,1963-04-14,Icelandair,Vickers Viscount 759D,7,5,12,7,5
 Brazil,1963-05-03,Cruzeiro,Convair CV-340-59,45,5,37,33,4
 Cameroon,1963-05-03,Air Afrique,Douglas DC-6B,48,7,55,48,7
 116 miles WSW of Annette Island,1963-06-03,Northwest Orient Airlines,Douglas DC-7CF,95,6,101,95,6
 India,1963-06-03,Indian Airlines,Douglas C-47,26,3,29,26,3
 Burma,1963-06-10,Union of Burma Airways,Douglas DC-3,15,5,20,15,5
 Chile,1963-06-16,Military - Chilean Air Force,Douglas C-47A,17,3,19,16,3
 Hungary,1963-06-16,Tarom,VEB 14P,27,4,31,27,4
 West Germany,1963-06-23,Military - Royal Belgian Air Force,Fairchild C-119,42,5,38,33,5
 Brazil,1963-07-01,Varig,Douglas DC-3,15,3,15,13,2
 New York,1963-07-02,Mohawk Airlines,Martin 404,40,3,7,5,2
 New Zealand,1963-07-03,New Zealand National Airways,Douglas DC-3,20,3,23,20,3
 Russia,1963-07-13,Aeroflot,Tupolev TU-104B,24,8,32,24,8
 Madagascar,1963-07-15,Air Madagascar,Douglas C-47,8,4,6,2,4
 Laos,1963-07-17,Air America,Curtiss C-46F,0,6,6,0,6
 Maharashtra,1963-07-27,United Arab Airlines,de Havilland Comet 4C,55,8,63,55,8
 Brazil,1963-08-04,Sadai,Douglas DC-3,7,3,10,7,3
 France,1963-08-12,Air Inter,Vickers Viscount 708,16,4,20,16,4
 Montana,1963-08-14,American Air  Export & Import Co.,Curtiss C-46F-1-CU,0,2,1,0,1
 Japan,1963-08-17,Fujita Koku Kabushki Kai,de Havilland DH-114 Heron,16,3,19,16,3
 Russia,1963-08-21,Aeroflot,Tupolev Tu-124,45,7,0,0,0
 Russia,1963-08-24,Aeroflot,Ilyushin Il-14P,27,5,32,27,5
 Florida,1963-08-28,Military - U.S. Air Force / Military -  U.S. Air Force,Boeing KC-135A / Boeing KC-135A,0,11,11,0,11
 Aargau,1963-09-04,Swissair,Sud-Aviation Caravelle III,74,6,80,74,6
 India,1963-09-11,Indian Airlines,Vickers Viscount 768D,13,5,18,13,5
 France,1963-09-12,Air Nautic,Vickers Viking 1B,36,4,40,36,4
 Deleware,1963-09-22,Military - U.S. Air Force,Douglas C-133A,0,10,10,0,10
 France,1963-10-09,Aeronaves de Panama,Douglas C-74,0,6,6,0,6
 New York,1963-10-14,New York Airways,Boeing Vetrol 107 II helicopter,3,3,6,3,3
 Russia,1963-10-20,Aeroflot,Ilyushin IL-14,5,2,7,5,2
 England,1963-10-22,British Aircraft Corporation,BAC One-Eleven 200AB,0,7,7,0,7
 Aaland Island,1963-11-08,Finnair,Douglas DC-3,21,3,22,19,3
 Canada,1963-11-29,Trans Canada Air Lines,McDonnell Douglas DC-8F-54F,111,7,118,111,7
 Colorado,1963-12-07,Zantop Air Transport,Curtis C-46A-20-CU,1,2,3,1,2
 Maryland,1963-12-08,Pan American World Airways,Boeing B-707-121,73,8,81,73,8
 Afghanistan,1963-12-12,Trans Mediterranean Airways,Douglas C-54A,0,3,3,0,3
 Egypt,1963-12-15,Misrair,Vickers 634 Viking 1B,1,5,6,1,5
 California,1963-12-17,Western Airlines,Douglas DC-6B,40,6,0,0,0
 Argentina,1964-01-09,Aerolineas Litoral Argentina,Douglas DC-3,27,3,28,25,3
 Turkey,1964-02-03,Turkish Airlines (THY),Douglas C-47A,0,3,3,0,3
 Florida,1964-02-03,South Central Airlines,Beech D18S,9,1,10,9,1
 Philippines,1964-02-21,Philippine Air Lines,Douglas DC-3,29,3,31,28,3
 New Orleans,1964-02-25,Eastern Air Lines,McDonnell Douglas DC-8-21,51,7,58,51,7
 Japan,1964-02-27,Fuji Airlines,Convair CV-240-0,37,5,20,18,2
 Austria,1964-02-29,British Eagle International Airlines,Bristol Britannia 312,75,8,83,75,8
 Nevada,1964-03-01,Paradise Airlines,Lockheed 049 Constellation,81,4,85,81,4
 Colombia,1964-03-08,Taxi Aereo de Santander,Douglas DC-3,25,3,28,25,3
 Massachutes,1964-03-10,Slick Airways - Cargo,Douglas DC-4,0,3,3,0,3
 Montana,1964-03-12,Frontier Airlines,Douglas DC-3C,2,3,5,2,3
 Italy,1964-03-28,Alitalia,Vickers Viscount 785D,40,5,45,40,5
 Somalia,1964-04-12,Aden Airways,Douglas DC-3,12,3,15,12,3
 Saudi Arabia,1964-04-17,Middle East Airlines,Sud Aviation Caravelle 3,42,7,49,42,7
 California,1964-05-07,Pacific Air Lines,Fairchild F-27A,41,3,44,41,3
 Peru,1964-05-08,Fuerza Aérea Argentina,Douglas C-54,42,7,46,40,6
 Spain,1964-05-11,Military - US Air Navy,Lockheed P-2E Neptune,0,10,10,0,10
 Philippines,1964-05-11,Military - U.S. Air Force,Boeing C-135B,74,10,79,74,5
Philippines,1964-05-20,Philippine Air Lines,de Havilland Canada DHC-3 Otter,10,1,11,10,1
 Brazil,1964-05-27,VASP,Douglas C-47-DL (DC-3),0,3,3,0,3
" Saudia ArabiaJeddah",1964-06-13,Saudi Arabian Airlines,Douglas C-47A,0,2,2,0,2
 Taiwan,1964-06-20,Civil Air Transport,Curtiss C-46-CU,52,5,57,52,5
 Spain,1964-06-21,TASSA,Douglas DC-3,25,3,1,1,0
 Tennessee,1964-07-08,United Air Lines,Caravelle VIR,48,5,1,1,0
 Tennesee,1964-07-09,United Air Lines,Vickers Viscount 745D,35,4,39,35,4
 Germany,1964-07-15,Lufthansa,Boeing 720,0,3,3,0,3
 Virginia,1964-07-16,Eastern Air Lines,Douglas DC-7B,71,5,0,0,0
 Bolivia,1964-08-22,Servicios Aéreos Cochabamba,Douglas C-47A-25-DK,2,2,4,2,2
 Russia,1964-09-02,Aeroflot,Ilyushin IL-18B,78,9,87,78,9
 Brazil,1964-09-04,VASP,Vickers Viscount 710C,34,5,39,34,5
 Colombia,1964-09-15,AVIANCA,Douglas C-47A,0,2,2,0,2
 Ethiopia,1964-10-02,Interocean,Lockheed L-749A-79 Constellation,0,7,1,0,1
 Granada,1964-10-02,Union des Transportes Aeriens,Douglas DC-6B,73,7,80,73,7
 Romania,1964-10-09,Tarom,Ilyushin IL-14,28,4,32,28,4
 Yugoslavia,1964-10-19,Military - Soviet Air Force,Ilyushin IL-18,29,4,33,29,4
 Colorado,1964-11-03,Mustang Aviati,Beechcraft C45G,4,1,5,4,1
 Nevada,1964-11-15,Bonanza Airlines,Fairchild F-27A,26,3,29,26,3
 Newfoundland,1964-11-17,Military - U.S. Navy,Lockheed P-3A,0,10,10,0,10
 Sweden,1964-11-20,Linjeflyg,Convair CV-440,39,4,31,29,2
 Italy,1964-11-23,Trans World Airlines,Boeing B-707-331,62,11,50,45,5
 Democratic Republic of the Congo,1964-11-29,Air Congo (BIAS)?,Douglas DC-4,11,3,6,3,3
 Bolivia,1964-12-08,Aerolineas Abaroa,Douglas DC-3,13,4,17,13,4
 Philippines,1964-12-21,Fleming Airways System Transport,Douglas DC-3,36,3,1,1,0
 Peru,1964-12-24,SATCO,Douglas DC-3,22,1,1,0,1
 California,1964-12-24,Flying Tiger Line,Lockheed L-1049H Super Constellation,0,3,3,0,3
 Michigan,1964-12-30,Zantop Air Transport,Curtis C-46A,2,2,4,2,2
 Russia,1965-01-02,Aeroflot,Lisunov LI-2,22,2,24,22,2
 Kazakhstan,1965-01-03,Aeroflot / Kazakhstan,Ilyushin IL-18B,95,8,64,61,3
 Kansas,1965-01-16,Military - U.S. Air Force,Boeing KC-135A,0,7,7,0,7
 Mexico,1965-01-17,Aerovias del Norte,Curtiss C-46,7,3,10,7,3
 Chile,1965-02-06,LAN,Douglas DC-6B,80,7,87,80,7
 Wantagh,1965-02-08,Eastern Air Lines,Douglas DC-7B,79,5,84,79,5
 Azerbaijan,1965-02-13,Aeroflot,Ilyushin IL-14P,19,4,23,19,4
 Florida,1965-02-13,Aerolineas El Salvador,Curtiss C-46A,0,2,2,0,2
 Russia,1965-03-02,Aeroflot,Li-2,27,4,31,27,4
 Russia,1965-03-08,Aeroflot,Tupolev Tu-124V,21,9,30,21,9
 Philippines,1965-03-08,Fairways (Filipinas Orient Airways),Douglas DC-3,9,3,10,7,3
 Nova Scotia,1965-03-17,Eastern Provincial Airways,Handley Page HPR-7 Herald 211,5,3,8,5,3
 Newfoundland,1965-03-18,Miami Aviaition/Air Manila,Douglas DC--3,0,2,2,0,2
 Russia,1965-03-20,Aeroflot,Antonov AN-24,42,5,43,42,1
 Colombia,1965-03-22,AVIANCA,Douglas C-47,26,2,28,26,2
 Puerto Rico,1965-03-23,Military - Royal Canadian Air Force,Canadair CP-107 MK-2,14,2,16,14,2
 Pakistan,1965-03-26,Pakistan International Airlines,Douglas C-47,22,4,22,18,4
 Morocco,1965-03-31,Iberia Airlines,Convair CV-440-62,48,5,50,45,5
 Syria,1965-04-10,Alia Royal Jordanian Airlines,Handley Page Dart Herald 207,50,4,54,50,4
 Channel Islands,1965-04-14,British United Airways,Douglas C-47B,23,4,26,23,3
 Washington,1965-04-23,Aaxico Airlines,Douglas DC-6A,0,5,5,0,5
 Canary Islands,1965-05-05,Iberia Airlines,Lockheed 1049G-55 Super Constellation,40,9,30,24,6
 Egypt,1965-05-20,Pakistan International Airlines,Boeing B-720-040B,114,13,121,108,13
 Ontario,1965-05-27,Mattagami Skyways,Noorduyn Norseman,4,1,3,2,1
 California,1965-06-25,Military - U.S. Air Force,Boeing C-135A,73,12,85,73,12
 California,1965-06-28,Pan American World Airways,Boeing B-707-321B,143,10,0,0,0
 Missouri,1965-07-01,Continental Airlines,Boeing B-707-124,60,6,0,0,0
 British Columbia,1965-07-08,Canadian Pacific Air Lines,Douglas DC-6B,46,6,52,46,6
 Massachusetts,1965-07-11,Military - U.S. Air Force,EC-121H (Super Constellation),15,4,16,13,3
 Panama,1965-08-04,Rutas Internacionales Peruanes,Douglas C-54D,4,3,7,4,3
 Brazil,1965-08-12,Paraense Transportes Aéreos,Curtiss C-46A,10,3,13,10,3
 near Chicago,1965-08-16,United Air Lines,Boeing B-727-22,24,6,30,24,6
 Belgium,1965-08-20,LOT Polish Airlines,Vickers 804 Viscount,0,4,4,0,4
 Phillipines,1965-09-11,Filipinas Orient Airways,Douglas DC-3A,8,3,11,8,3
 South Vietnam,1965-09-16,Air Vietnam (South Vietnam),Douglas DC-3,36,3,38,35,3
 Ecuador,1965-09-16,TAO,Transportes Aéreos Orientales,8,3,9,6,3
 Montserrat,1965-09-17,Pan American World Airways,Boeing B-707-121B,21,9,30,21,9
 Vietnam,1965-09-27,Air America,Beechcraft C-45H,1,2,3,1,2
 Pakistan,1965-10-08,Pakistan International Airlines,Fokker F-27 Friendship 200,0,4,4,0,4
 Colombia,1965-10-17,AVIANCA,Douglas DC-3 / Piper PA-18A,15,4,19,15,4
 Vietnam,1965-10-18,International Control Commision,Boeing 307 Stratoliner B-1,9,4,13,9,4
 Philippines,1965-10-20,Philippine Air Lines,Douglas DC-3,34,3,1,1,0
 England,1965-10-27,British European Airways,Vickers Vanguard 951,30,6,36,30,6
 French Somaliland,1965-11-02,Military - French Air Force,Douglas C-47A,25,5,30,25,5
 Costa Rica,1965-11-03,Military - Argentine Air Force,Douglas C-54,59,9,68,59,9
 near Covington,1965-11-08,American Airlines,Boeing B-727-23,56,6,58,53,5
 Colombia,1965-11-08,Aerolineas TAO,Douglas C-47DL,25,5,30,25,5
 Russia,1965-11-10,Aeroflot,Tupolev TU-124,57,7,32,30,2
 Utah,1965-11-11,United Air Lines,Boeing B-727-22,85,6,43,43,0
 California,1965-11-14,Paul Kelly Flying Service Inc.,Learjet 23,6,2,8,6,2
 Utah,1965-11-27,Edde Airlines,Douglas C-53-DO (DC-3A),9,4,13,9,4
 New York,1965-12-04,Trans World Airlines / Eastern Air Lines,Boeing B-707-131B / L1049C Constellation,100,12,4,3,1
 Canary Islands,1965-12-07,Spantax,Douglas DC-3,28,4,32,28,4
 South Vietnam,1965-12-11,Military - U.S. Air Force,Fairchild C-123C,81,4,85,81,4
 Philippines,1965-12-16,Air Manila,Douglas DC-3A,18,3,2,0,2
 Sumatra,1966-01-01,Garuda  Indonesia Airlines / Garuda Indonesia Airlines,Douglas DC-3 / Douglas DC-3,26,8,34,26,8
 Russia,1966-01-01,Aeroflot,Ilyushin IL-14P,18,5,23,18,5
 Uzbekistan,1966-01-14,Aeroflot,Antonov AN-2,9,2,11,9,2
 Colombia,1966-01-15,AVIANCA,Douglas DC-6-54B,60,4,56,52,4
 Spain,1966-01-17,Military - US Air Force,Boeing B52 Stratofortress/Boeing KC 135A,0,11,7,0,7
 French Alps,1966-01-24,Air India,Boeing B-707-437,106,11,117,106,11
 South Vietnam,1966-01-25,Military - U.S. Air Force,Fairchild C-123B,42,4,46,42,4
 Germany,1966-01-28,Lufthansa,Convair CV-440-0,42,4,46,42,4
 Japan,1966-02-04,All Nippon Airways,Boeing B-727-81,126,7,133,126,7
 India,1966-02-07,Indian Airlines,Fokker F-27 Friendship 200,33,4,37,33,4
 India,1966-02-15,Indian Airlines,Sud Aviation SE-210 Caravelle VIN,73,7,2,2,0
 Russia,1966-02-16,Aeroflot,Tupolev Tu-114,47,19,21,8,13
 Russia,1966-02-16,Aeroflot,Ilyushin II-14,18,8,26,18,8
 Italy,1966-02-18,Belgian International Air Services,Douglas DC-6B,1,3,4,1,3
 Japan,1966-03-04,Canadian Pacific Air Lines,McDonnell Douglas DC-8-43,62,10,64,54,10
 Mt. Fuji,1966-03-05,British Overseas Airways,Boeing B-707-436,113,11,124,113,11
 Greece,1966-03-10,Trans Mediterranean Airways,Douglas DC-6A,0,5,5,0,5
 Alaska,1966-03-10,Pacific Western,Grumman G-21A,6,1,6,6,0
 Egypt,1966-03-18,United Arab Airlines,Antonov AN-24B,25,5,30,25,5
 Paraguay,1966-03-20,Servicios Americanos,Curtiss C-46F,0,2,2,0,2
 Oklahoma,1966-04-22,American Flyers Airline,Lockheed 188C Electra,93,5,83,78,5
 Azerbaijan,1966-04-23,Aeroflot,Ilyushin IL-14,28,5,33,28,5
 Peru,1966-04-27,LANSA,Lockheed 749A Constellation,43,6,49,43,6
 QC,1966-06-20,Norair,Curtis C-46E-1-CS Commando,0,2,2,0,2
 Philippines,1966-06-29,Philippine Air Lines,Douglas DC-3,24,2,24,22,2
 New Zealand,1966-07-04,Air New Zealand,Douglas DC-8-52,0,5,2,0,2
 Chile,1966-07-11,Aeropesca Colombia,Curtiss C-46D,0,8,8,0,8
 Colorado,1966-07-11,Alamo Airways,de Havilland 104-6A,2,1,3,2,1
 Bolivia,1966-08-03,Lloyd Aéreo Boliviano,Curtiss C-46D,0,3,3,0,3
 Nebraska,1966-08-06,Braniff Airlines,BAC One-Eleven 203AE,38,4,42,38,4
 Romania,1966-08-11,Tarom,Ilyushin IL-14,20,4,24,20,4
 Argentina,1966-08-17,Aerovias Halcon,Curtiss C-46F-1-CU,12,4,1,0,1
 Alaska,1966-08-21,Alaska Coastal Airlines,Grumman G-21 Goose,8,1,9,8,1
 Slovenia,1966-09-01,Britannia Airways,Bristol Britannia 102,110,7,98,92,6
 Indian,1966-09-04,Indian Airlines,Sud Aviation SE-210 Caravelle,0,4,4,0,4
 Canary Islands,1966-09-16,Iberia Airlines,Douglas DC-3,24,3,1,1,0
 Colombia,1966-09-22,Avianca,Douglas DC-4,0,2,2,0,2
 Australia,1966-09-22,Ansett ANA,Vickers Viscount 832,20,4,24,20,4
 Oregon,1966-10-01,West Coast Airlines,McDonnell Douglas DC-9-14,13,5,18,13,5
 Vietnam,1966-10-04,Military - U.S. Army,de Havilland Canada CV-2B Caribou,28,4,14,10,4
 Louisiana,1966-10-08,Petroleum Helicopter,Bell 204B helicopter,10,1,11,10,1
 Massachusetts,1966-11-11,Military - U.S. Air Force,Lockheed EC-121H,15,4,19,15,4
 Japan,1966-11-13,All Nippon Airways,NAMC-YS-11-111,45,5,50,45,5
 Germany,1966-11-15,Pan American Airways,Boeing 727-21,0,3,3,0,3
 North Carolina,1966-11-20,Piedmont Airlines,Martin 404,0,3,3,0,3
 Yemen,1966-11-22,Aden Airways,Douglas DC-3,27,3,30,27,3
 Czechoslovakia,1966-11-24,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Ilyushin IL-18B,74,8,82,74,8
 Russia,1966-12-02,Aeroflot,Tupolev TU-114B,13,8,21,13,8
